system:index,crop_label,dewpoint_mean,lat,lon,precip_total,temp_mean,.geo
27,0,10.82778074708716,35.71355718274832,-90.25764426697425,1272.7450684341406,16.569505883133957,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.25764426697425,35.71355718274832]}"
28,0,11.39762592402775,34.99724057519141,-90.84810690322601,1432.4413046869254,17.417708829766468,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.84810690322601,34.99724057519141]}"
29,0,11.325984585557308,34.99077270514575,-91.32053091114447,1392.6514939102149,17.374113117723425,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.32053091114447,34.99077270514575]}"
30,0,11.609235423885139,34.8250335352257,-90.89877188525035,1398.8342092069602,17.46288510152732,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.89877188525035,34.8250335352257]}"
31,0,11.677502047743474,34.824225051469995,-91.41647098348844,1443.59194791641,17.616414104096123,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.41647098348844,34.824225051469995]}"
32,0,10.743710978608135,35.7472440059028,-90.65703524229379,1298.668350342176,16.63555071582533,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65703524229379,35.7472440059028]}"
33,0,11.27670340690429,35.137916748684525,-90.8141505854863,1414.0024588140463,17.324526707549296,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.8141505854863,35.137916748684525]}"
34,0,11.308986378151474,35.09291115295014,-90.62766033250308,1421.3878915342307,17.28769380229818,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.62766033250308,35.09291115295014]}"
35,0,11.126943757218442,35.19747505202165,-91.20141430447022,1350.0240103038764,17.257484577126547,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.20141430447022,35.19747505202165]}"
36,0,11.583558518919233,34.8603373258916,-90.60906520612181,1469.2544446023917,17.437747535531344,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.60906520612181,34.8603373258916]}"
37,0,10.921801419889619,35.471281550621285,-90.676708347016,1311.0262260469412,16.83660486822248,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.676708347016,35.471281550621285]}"
38,0,11.544750638639357,34.92771097220056,-90.94970636185994,1408.9362279209113,17.491232838042777,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.94970636185994,34.92771097220056]}"
39,0,10.82778074708716,35.74266259795379,-90.27920383379312,1272.7450684341406,16.569505883133957,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.27920383379312,35.74266259795379]}"
40,0,11.185836495874184,35.179688409396086,-91.33616159708815,1342.3848555120444,17.362576302654816,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.33616159708815,35.179688409396086]}"
41,0,11.473849302666395,34.87300357139768,-91.02678181323739,1394.8887691530203,17.351003368151453,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.02678181323739,34.87300357139768]}"
42,0,11.19836102141619,35.417113138988874,-90.22773036801307,1347.7080569299674,16.925460238870244,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.22773036801307,35.417113138988874]}"
43,0,10.939126485885538,35.41819111732982,-91.262859069904,1297.9010150464987,17.032520027683233,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.262859069904,35.41819111732982]}"
44,0,10.743547326353621,35.681756821690485,-91.4989363265706,1240.1136115821814,16.690424609946433,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.4989363265706,35.681756821690485]}"
45,0,10.655572645631594,35.80491584714327,-90.82358289596955,1289.8368195327735,16.525322895833767,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.82358289596955,35.80491584714327]}"
46,0,10.661453647700796,35.81353967387082,-91.20249228281116,1263.3736983570075,16.491207866581703,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.20249228281116,35.81353967387082]}"
47,0,10.939126485885538,35.42034707401171,-91.26474553200065,1297.9010150464987,17.032520027683233,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.26474553200065,35.42034707401171]}"
48,0,10.83726321355391,35.59120664105124,-90.5608256753646,1294.22232067909,16.699154588185593,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.5608256753646,35.59120664105124]}"
49,0,11.560054799955026,34.89564111655749,-91.4078471567609,1412.371169093511,17.559476942994195,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.4078471567609,34.89564111655749]}"
50,0,10.832157218619614,35.479635882763596,-91.17015293258287,1274.884085420034,16.894825829980334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.17015293258287,35.479635882763596]}"
51,0,10.74953512601121,35.725414944498695,-90.62792982708832,1290.0960401329016,16.606782477740126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.62792982708832,35.725414944498695]}"
52,0,11.734906531904755,34.80670790342966,-90.6179585274346,1476.8478975328421,17.47107663263472,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.6179585274346,34.80670790342966]}"
53,0,11.609235423885139,34.782183896173194,-90.93730961093908,1398.8342092069602,17.46288510152732,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.93730961093908,34.782183896173194]}"
54,0,11.916236351396492,34.794580647094044,-90.32474841869798,1487.195353272817,17.30480661087404,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32474841869798,34.794580647094044]}"
55,0,11.323171505862888,34.95304346321273,-91.11814047763234,1396.0157737764334,17.248075910245802,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.11814047763234,34.95304346321273]}"
56,0,10.899626093476854,35.601177940704964,-90.50342332870936,1289.3978015216803,16.742247749572698,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50342332870936,35.601177940704964]}"
57,0,11.232016977109822,35.30688985362741,-90.32097549450468,1366.6608885559058,16.970329718393828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32097549450468,35.30688985362741]}"
58,0,10.751028954492881,35.565874150039065,-91.15398325746871,1263.9713839324927,16.806659850029007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.15398325746871,35.565874150039065]}"
59,0,10.661453647700796,35.795753031245255,-91.19818036944739,1263.3736983570075,16.491207866581703,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.19818036944739,35.795753031245255]}"
60,0,11.45047155580562,34.88755627900042,-91.06046863639187,1389.744024041555,17.358398710973802,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.06046863639187,34.88755627900042]}"
61,0,11.916236351396492,34.84551512370362,-90.26869354496893,1487.195353272817,17.30480661087404,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.26869354496893,34.84551512370362]}"
62,0,11.473192018134455,35.005864401918956,-90.64760293181054,1451.0532424482321,17.412932591895412,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.64760293181054,35.005864401918956]}"
63,0,10.68362183940991,35.76826458355119,-90.63331971879303,1287.908490065,16.531779579267322,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63331971879303,35.76826458355119]}"
64,0,11.015638151125302,35.348931008924204,-90.80714372627017,1345.2126041683173,17.00545341631033,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.80714372627017,35.348931008924204]}"
65,0,11.388153267777625,35.039281730488206,-90.71066466475573,1446.8053237232184,17.43031696511173,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.71066466475573,35.039281730488206]}"
66,0,10.886832901767548,35.61465266996676,-90.34738596385779,1286.5308777126288,16.705917617937303,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.34738596385779,35.61465266996676]}"
67,0,11.916236351396492,34.8355438240499,-90.26411213701991,1487.195353272817,17.30480661087404,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.26411213701991,34.8355438240499]}"
68,0,10.74953512601121,35.69469256178181,-90.61715004367889,1290.0960401329016,16.606782477740126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.61715004367889,35.69469256178181]}"
69,0,10.74953512601121,35.66316169530921,-90.57618686672303,1290.0960401329016,16.606782477740126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.57618686672303,35.66316169530921]}"
70,0,10.82778074708716,35.65750230901926,-90.32959932123222,1272.7450684341406,16.569505883133957,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32959932123222,35.65750230901926]}"
71,0,11.643167180448984,34.8040129575773,-90.80983867212252,1428.868110540769,17.519121723959017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.80983867212252,34.8040129575773]}"
72,0,11.643167180448984,34.828536964833766,-90.79798091037215,1428.868110540769,17.519121723959017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.79798091037215,34.828536964833766]}"
73,0,11.544750638639357,34.885939311489004,-90.88368018847714,1408.9362279209113,17.491232838042777,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.88368018847714,34.885939311489004]}"
74,0,10.939126485885538,35.36024978150411,-91.33697008084386,1297.9010150464987,17.032520027683233,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.33697008084386,35.36024978150411]}"
75,0,10.746540334344559,35.76287469184648,-90.33579769669265,1255.003462794683,16.46674073972656,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.33579769669265,35.76287469184648]}"
76,0,10.743710978608135,35.73269129830006,-90.65460979102667,1298.668350342176,16.63555071582533,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65460979102667,35.73269129830006]}"
77,0,11.20745620727564,35.063805737744666,-91.21354156080584,1376.3801262411093,17.269931512771564,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.21354156080584,35.063805737744666]}"
78,0,11.473192018134455,35.02769346332306,-90.58130726384252,1451.0532424482321,17.412932591895412,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.58130726384252,35.02769346332306]}"
79,0,10.800047932803864,35.6405241501494,-91.40272675964141,1257.7603713306403,16.752010476099144,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.40272675964141,35.6405241501494]}"
80,0,10.501336861527477,35.7900936449553,-90.9607556398546,1275.565619829557,16.560692072132383,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.9607556398546,35.7900936449553]}"
81,0,10.74953512601121,35.69091963758851,-90.5737614154559,1290.0960401329016,16.606782477740126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.5737614154559,35.69091963758851]}"
82,0,11.916236351396492,34.81317577347532,-90.27866484462265,1487.195353272817,17.30480661087404,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.27866484462265,34.81317577347532]}"
83,0,11.851374318719365,34.85171349916405,-90.27165798540652,1466.2593857082343,17.225007185217578,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.27165798540652,34.85171349916405]}"
84,0,10.800047932803864,35.63702072054134,-91.36823145273122,1257.7603713306403,16.752010476099144,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.36823145273122,35.63702072054134]}"
85,0,11.82464504503264,34.8926766761199,-90.21641159543317,1485.8856753143286,17.144723491581487,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.21641159543317,34.8926766761199]}"
86,0,10.74953512601121,35.68310429461667,-90.6225399353836,1290.0960401329016,16.606782477740126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.6225399353836,35.68310429461667]}"
87,0,11.323171505862888,34.956816387406036,-91.0863401165745,1396.0157737764334,17.248075910245802,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.0863401165745,34.956816387406036]}"
88,0,11.544750638639357,34.92636349927438,-90.88529715598857,1408.9362279209113,17.491232838042777,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.88529715598857,34.92636349927438]}"
89,0,11.20745620727564,35.14115068370736,-91.23186719260187,1376.3801262411093,17.269931512771564,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.23186719260187,35.14115068370736]}"
90,0,11.583558518919233,34.85171349916405,-90.59047007974054,1469.2544446023917,17.437747535531344,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59047007974054,34.85171349916405]}"
91,0,10.899626093476854,35.55698082872628,-90.54842892444374,1289.3978015216803,16.742247749572698,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.54842892444374,35.55698082872628]}"
92,0,10.966417617449508,35.5480875074135,-90.53495419518195,1310.7484236988043,16.836813781250612,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.53495419518195,35.5480875074135]}"
93,0,11.544750638639357,34.881627398125225,-90.94620293225186,1408.9362279209113,17.491232838042777,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.94620293225186,34.881627398125225]}"
94,0,11.045271694932353,35.34542757931614,-91.33265816748009,1317.4976662429785,17.193643475885267,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.33265816748009,35.34542757931614]}"
95,0,11.436255436727379,35.01044580986797,-90.92626033294441,1415.1932851108527,17.417450642694575,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.92626033294441,35.01044580986797]}"
96,0,10.832157218619614,35.50928028713954,-91.17850726472517,1274.884085420034,16.894825829980334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.17850726472517,35.50928028713954]}"
97,0,11.609235423885139,34.81614021391292,-90.92976376255248,1398.8342092069602,17.46288510152732,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.92976376255248,34.81614021391292]}"
98,0,10.83726321355391,35.60872378909157,-90.60475329275803,1294.22232067909,16.699154588185593,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.60475329275803,35.60872378909157]}"
99,0,11.63289298488661,34.81101981679343,-91.2523487810798,1437.5721917184806,17.555567794521323,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.2523487810798,34.81101981679343]}"
100,0,11.260564708274046,35.18723425778269,-90.5120471554369,1388.350988987348,17.1656118959051,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.5120471554369,35.18723425778269]}"
101,0,10.837959070075215,35.84237559449106,-90.09810347251462,1258.2216069730734,16.542385092609152,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.09810347251462,35.84237559449106]}"
102,0,11.276771186584824,35.27562848174005,-90.24632549439434,1369.6468279394126,16.97251873451836,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.24632549439434,35.27562848174005]}"
103,0,11.098120002223993,35.19451061158406,-91.14266448488881,1358.318458560369,17.175974383419543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.14266448488881,35.19451061158406]}"
104,0,11.096971537968955,35.16702216389,-90.83732711981658,1376.4697567256903,17.217219656678708,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.83732711981658,35.16702216389]}"
105,0,11.45047155580562,34.927441477615325,-91.07771628984696,1389.744024041555,17.358398710973802,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.07771628984696,34.927441477615325]}"
106,0,11.463805647201184,34.886478300659476,-91.21273307705013,1393.9765051635718,17.441641968679164,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.21273307705013,34.886478300659476]}"
107,0,11.19836102141619,35.40390790431232,-90.23904914059298,1347.7080569299674,16.925460238870244,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23904914059298,35.40390790431232]}"
108,0,11.212628867092803,35.12228606274085,-91.1494018495197,1379.7795579465842,17.217168375999393,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.1494018495197,35.12228606274085]}"
109,0,10.845374702209824,35.73349978205577,-90.47593488101529,1278.426285150907,16.647135690140203,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.47593488101529,35.73349978205577]}"
110,0,11.589607855391932,34.774368553201356,-91.02624282406691,1381.773646238706,17.472696210260267,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.02624282406691,34.774368553201356]}"
111,0,10.655572645631594,35.835099240689686,-90.83490166854946,1289.8368195327735,16.525322895833767,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.83490166854946,35.835099240689686]}"
112,0,11.916236351396492,34.79997053879877,-90.32528740786846,1487.195353272817,17.30480661087404,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32528740786846,34.79997053879877]}"
113,0,10.921801419889619,35.469125593939395,-90.65973018814616,1311.0262260469412,16.83660486822248,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65973018814616,35.469125593939395]}"
114,0,11.212628867092803,35.072160069886976,-91.09658091081347,1379.7795579465842,17.217168375999393,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.09658091081347,35.072160069886976]}"
115,0,11.45047155580562,34.898605556995086,-91.07475184940937,1389.744024041555,17.358398710973802,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.07475184940937,34.898605556995086]}"
116,0,11.892847233602765,34.76574472647381,-90.42985130693997,1479.9353436264014,17.380213065996656,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.42985130693997,34.76574472647381]}"
117,0,11.276771186584824,35.25703335535878,-90.24309155937152,1369.6468279394126,16.97251873451836,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.24309155937152,35.25703335535878]}"
118,0,10.570645820931134,35.822163500598364,-90.90308379861413,1282.6033786567664,16.581083276826803,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.90308379861413,35.822163500598364]}"
119,0,10.83726321355391,35.64025465556416,-90.5796902963311,1294.22232067909,16.699154588185593,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.5796902963311,35.64025465556416]}"
120,0,11.126943757218442,35.20529039499349,-91.21111610953871,1350.0240103038764,17.257484577126547,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.21111610953871,35.20529039499349]}"
121,0,10.82778074708716,35.716791117771145,-90.28216827423071,1272.7450684341406,16.569505883133957,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.28216827423071,35.716791117771145]}"
122,0,11.126943757218442,35.22792794015331,-91.17096141633857,1350.0240103038764,17.257484577126547,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.17096141633857,35.22792794015331]}"
123,0,10.939126485885538,35.35620736272557,-91.29708488222894,1297.9010150464987,17.032520027683233,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.29708488222894,35.35620736272557]}"
124,0,11.734906531904755,34.81317577347532,-90.6397875888387,1476.8478975328421,17.47107663263472,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.6397875888387,34.81317577347532]}"
125,0,10.83726321355391,35.59983046777879,-90.64140455635011,1294.22232067909,16.699154588185593,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.64140455635011,35.59983046777879]}"
126,0,11.473849302666395,34.87623750642051,-91.02004444860648,1394.8887691530203,17.351003368151453,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.02004444860648,34.87623750642051]}"
127,0,10.719299368662462,35.77634942110827,-91.25369625400597,1255.6948170694327,16.470812425657243,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.25369625400597,35.77634942110827]}"
128,0,11.544750638639357,34.86680519593725,-90.86778000794823,1408.9362279209113,17.491232838042777,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.86778000794823,34.86680519593725]}"
129,0,11.851374318719365,34.93876025019523,-90.28189877964547,1466.2593857082343,17.225007185217578,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.28189877964547,34.93876025019523]}"
130,0,10.899626093476854,35.595249059829776,-90.51016069334025,1289.3978015216803,16.742247749572698,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.51016069334025,35.595249059829776]}"
131,0,11.643167180448984,34.76251079145098,-90.78369769735464,1428.868110540769,17.519121723959017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.78369769735464,34.76251079145098]}"
132,0,11.892847233602765,34.80994183845249,-90.41260365348487,1479.9353436264014,17.380213065996656,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.41260365348487,34.80994183845249]}"
133,0,11.096971537968955,35.23924671273321,-90.79932838329833,1376.4697567256903,17.217219656678708,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.79932838329833,35.23924671273321]}"
134,0,11.096971537968955,35.165405196378586,-90.8300507660152,1376.4697567256903,17.217219656678708,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.8300507660152,35.165405196378586]}"
135,0,11.183802213625029,35.07054310237557,-91.27660329375102,1370.3643337520575,17.275820987300676,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.27660329375102,35.07054310237557]}"
136,0,11.232016977109822,35.283174330126656,-90.26114769658231,1366.6608885559058,16.970329718393828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.26114769658231,35.283174330126656]}"
137,0,10.921801419889619,35.532995810640294,-90.73411069367124,1311.0262260469412,16.83660486822248,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.73411069367124,35.532995810640294]}"
138,0,11.560054799955026,34.88459183856283,-91.40057080295952,1412.371169093511,17.559476942994195,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.40057080295952,34.88459183856283]}"
139,0,11.126943757218442,35.21553118923246,-91.20815166910111,1350.0240103038764,17.257484577126547,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.20815166910111,35.21553118923246]}"
140,0,11.473849302666395,34.87192559305674,-91.02570383489645,1394.8887691530203,17.351003368151453,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.02570383489645,34.87192559305674]}"
141,0,11.544750638639357,34.87408154973863,-90.93057224630819,1408.9362279209113,17.491232838042777,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.93057224630819,34.87408154973863]}"
142,0,10.956039968690902,35.42115555776741,-90.82654733640715,1328.128273847959,16.925047986801246,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.82654733640715,35.42115555776741]}"
143,0,11.551611770560271,34.80724689260013,-91.09146051369399,1389.9544135364508,17.431944346319142,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.09146051369399,34.80724689260013]}"
144,0,11.473849302666395,34.890251224852776,-90.97908127165064,1394.8887691530203,17.351003368151453,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.97908127165064,34.890251224852776]}"
145,0,11.188114472829113,35.46562216433133,-90.05067242551311,1330.9334472450232,16.7704322797523,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.05067242551311,35.46562216433133]}"
146,0,11.589607855391932,34.79781458211688,-91.01761899733937,1381.773646238706,17.472696210260267,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.01761899733937,34.79781458211688]}"
147,0,10.956039968690902,35.355398878969865,-90.83139823894139,1328.128273847959,16.925047986801246,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.83139823894139,35.355398878969865]}"
