system:index,clim_et_annual,clim_prec,clim_prec_seas,clim_tmax,clim_tmean,clim_tmin,crop_label,.geo
21,464.8,1351.0,21.0,334.0,174.0,4.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.83919869493569,33.30440289454361]}"
22,612.5,1359.0,19.0,335.0,171.0,-4.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.51563010387768,33.42486697414403]}"
23,475.0,1353.0,20.0,332.0,164.0,-9.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.52173407352784,34.358126722815804]}"
24,512.1,1320.0,20.0,330.0,161.0,-17.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.85860230507267,34.53033376278152]}"
25,495.7,1342.0,20.0,336.0,172.0,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.28494273891579,33.44480957345149]}"
26,378.0,1381.0,22.0,336.0,173.0,3.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59072468734823,33.54101914038069]}"
27,510.3,1337.0,19.0,336.0,171.0,-3.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.31647360538838,33.53428177574979]}"
28,532.4,1352.0,18.0,335.0,170.0,-5.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.5105097067582,33.498438995913425]}"
29,459.4,1354.0,21.0,331.0,163.0,-12.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.44169418171279,34.45891769769401]}"
30,524.4,1364.0,21.0,335.0,174.0,1.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.30353786529706,33.249964988325964]}"
31,548.9,1359.0,21.0,334.0,174.0,4.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.85644634839078,33.202264446739214]}"
32,404.5,1325.0,18.0,337.0,171.0,-2.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.4037898510048,33.73694170384716]}"
33,411.9,1402.0,22.0,336.0,175.0,4.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50691187133987,33.206576360102986]}"
34,388.0,1273.0,20.0,332.0,162.0,-16.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.20867577129404,34.613068600448926]}"
35,509.5,1357.0,22.0,335.0,172.0,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.81009327973021,33.5884501873822]}"
36,546.5,1330.0,21.0,334.0,171.0,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.02083804538465,33.60704531376347]}"
37,500.9,1386.0,21.0,335.0,168.0,-2.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.29724508402637,33.994309032747395]}"
38,459.8,1276.0,20.0,332.0,164.0,-15.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.28251728764867,34.4715839432001]}"
39,380.7,1369.0,20.0,335.0,173.0,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.48248226989368,33.24942599915549]}"
40,426.6,1321.0,20.0,333.0,166.0,-10.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.97259851462744,34.186728166605796]}"
41,466.6,1313.0,17.0,338.0,172.0,-1.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.49191458037693,33.86360415890801]}"
42,528.4,1358.0,21.0,335.0,174.0,4.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.85644634839078,33.224901991899024]}"
43,605.4,1397.0,22.0,335.0,174.0,5.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48885573412907,33.303594410787895]}"
44,446.8,1361.0,20.0,332.0,165.0,-7.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.39318515637034,34.29533448445585]}"
45,436.5,1385.0,22.0,335.0,171.0,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65378642029341,33.673879970901964]}"
46,424.2,1277.0,18.0,336.0,170.0,-2.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.60375483324981,34.166246578127875]}"
47,456.1,1366.0,22.0,335.0,173.0,3.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.68639526510695,33.436455241309176]}"
48,452.9,1391.0,22.0,334.0,174.0,6.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.26679219589472,33.33323881516384]}"
49,447.3,1345.0,21.0,332.0,166.0,-5.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59557558988247,34.27215795012557]}"
50,588.9,1287.0,18.0,336.0,170.0,-5.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.45903624097815,34.168672029395]}"
51,528.3,1315.0,19.0,337.0,170.0,-2.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.29841746817759,33.917772570540414]}"
52,460.2,1353.0,22.0,335.0,173.0,2.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77586746740526,33.40573285859229]}"
53,489.1,1330.0,20.0,331.0,163.0,-14.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.80470338802549,34.39612545933406]}"
54,450.7,1345.0,22.0,334.0,173.0,2.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.84027667327663,33.36261372495455]}"
55,442.5,1269.0,19.0,333.0,168.0,-8.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.49218407496217,34.336028166826466]}"
56,515.7,1351.0,22.0,334.0,174.0,3.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.87558046394253,33.25319892334879]}"
57,469.1,1334.0,21.0,333.0,169.0,-3.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.9655916554113,33.708914266982624]}"
58,402.0,1322.0,20.0,333.0,164.0,-13.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.88528226901101,34.36944549539571]}"
59,543.7,1322.0,17.0,337.0,171.0,-2.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.48382974281985,33.781138815825834]}"
60,490.2,1283.0,19.0,334.0,167.0,-9.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.3714505007765,34.26730704759132]}"
61,375.7,1352.0,20.0,333.0,165.0,-6.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.49128118539619,34.29883791406392]}"
62,579.4,1266.0,19.0,333.0,166.0,-9.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.46146169224528,34.38561517050986]}"
63,452.8,1352.0,22.0,334.0,174.0,4.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.82626295484437,33.30009098117983]}"
64,417.6,1341.0,19.0,336.0,171.0,-3.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.36659959824226,33.531317335312195]}"
65,471.2,1387.0,21.0,336.0,174.0,5.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.29913154612302,33.47283701031601]}"
66,506.6,1372.0,21.0,334.0,174.0,2.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.25745429122173,33.16372672105049]}"
67,428.8,1324.0,20.0,332.0,163.0,-16.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.85321241336794,34.43196823917043]}"
68,377.2,1270.0,20.0,334.0,166.0,-12.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.68217775755345,34.74997184974874]}"
69,348.3,1266.0,20.0,334.0,167.0,-10.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.72421891285023,34.67936426841695]}"
70,343.5,1368.0,20.0,335.0,174.0,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.45822775722245,33.25319892334879]}"
71,437.6,1386.0,22.0,336.0,171.0,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.64112017478733,33.74906896018277]}"
72,459.4,1382.0,21.0,335.0,169.0,-1.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.40073100475695,33.9665510904681]}"
73,423.8,1365.0,21.0,335.0,169.0,-1.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.53979021073864,34.0447045201865]}"
74,426.6,1351.0,21.0,334.0,174.0,3.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.83865970576521,33.314104699612095]}"
75,530.4,1330.0,20.0,331.0,163.0,-14.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.80389490426978,34.40043737269783]}"
76,420.9,1361.0,20.0,331.0,163.0,-11.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.33308786386274,34.438705603801324]}"
77,511.9,1399.0,22.0,334.0,175.0,6.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32230808045331,33.2472700424736]}"
78,409.2,1317.0,17.0,337.0,171.0,-1.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.51940302807098,33.84312257043008]}"
79,505.8,1383.0,22.0,335.0,170.0,-1.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.40881584231403,33.92963033229079]}"
80,302.1,1312.0,20.0,331.0,161.0,-19.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.90010447119899,34.57587834768638]}"
81,466.3,1265.0,20.0,332.0,164.0,-14.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.41187468856188,34.56024766174269]}"
82,492.2,1276.0,20.0,333.0,166.0,-11.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.35581981483283,34.34492148813925]}"
83,556.8,1335.0,21.0,334.0,173.0,2.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.99658353271343,33.45370289476427]}"
84,588.5,1323.0,20.0,333.0,167.0,-7.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.96586114999654,34.04901643355028]}"
85,359.1,1355.0,19.0,335.0,171.0,-3.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.46792956229093,33.42648394165545]}"
86,401.8,1367.0,19.0,334.0,173.0,-1.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.50107739627495,33.28419080065092]}"
87,376.4,1372.0,22.0,335.0,174.0,4.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.69555808100498,33.25131246125214]}"
88,419.5,1381.0,22.0,335.0,171.0,-1.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.74999598722262,33.71484314785781]}"
89,552.5,1293.0,20.0,331.0,161.0,-18.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.03215681796456,34.64109603731345]}"
90,546.2,1287.0,20.0,331.0,161.0,-17.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.06907757614186,34.6677760012518]}"
91,408.2,1324.0,20.0,331.0,163.0,-15.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.82518497650342,34.45083286013694]}"
92,499.4,1346.0,22.0,334.0,173.0,3.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.87638894769823,33.31976408590205]}"
93,518.1,1331.0,21.0,335.0,172.0,1.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.07877938121035,33.51838159522087]}"
94,523.5,1287.0,18.0,336.0,170.0,-2.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.53772865986703,34.1085747368874]}"
95,321.3,1389.0,22.0,336.0,171.0,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.42525501201341,33.880851812363105]}"
96,477.3,1385.0,22.0,336.0,171.0,-1.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63734725059403,33.754458851887485]}"
97,521.2,1329.0,19.0,336.0,170.0,-3.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.39866945388532,33.6808868301181]}"
98,506.2,1335.0,21.0,334.0,173.0,1.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.93055735933063,33.41597365283125]}"
99,429.4,1259.0,19.0,334.0,168.0,-4.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.78647216203971,34.488023112899484]}"
100,485.0,1300.0,18.0,337.0,171.0,-3.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.47763136735942,34.038236650140846]}"
101,487.8,1260.0,19.0,335.0,169.0,-1.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.75871421976042,34.36324711993529]}"
102,525.2,1276.0,20.0,332.0,162.0,-16.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.16178371346301,34.650258853211476]}"
103,473.9,1304.0,20.0,331.0,160.0,-20.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.90630284665941,34.68394567636595]}"
104,501.1,1332.0,20.0,331.0,163.0,-14.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.78799472374087,34.40906119942538]}"
105,455.6,1325.0,17.0,336.0,171.0,-3.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.528565843969,33.75553683022843]}"
106,452.0,1343.0,19.0,336.0,171.0,-3.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.37791837082216,33.487928707089225]}"
107,476.5,1395.0,21.0,333.0,174.0,6.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.25250898287723,33.26909910387771]}"
108,541.7,1330.0,18.0,336.0,171.0,-4.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.49649598832593,33.698403978158424]}"
109,461.3,1338.0,21.0,329.0,160.0,-20.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.68720374886266,34.60417527913614]}"
110,428.3,1356.0,20.0,332.0,165.0,-8.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48050140198676,34.320936470053255]}"
111,479.3,1293.0,20.0,334.0,166.0,-12.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.23966764859617,34.304497300353866]}"
112,552.8,1396.0,21.0,334.0,174.0,6.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.27622450637799,33.29497058406035]}"
113,486.7,1287.0,19.0,334.0,168.0,-8.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.3676775765832,34.2400880944825]}"
114,412.9,1389.0,22.0,336.0,174.0,6.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.41690067987109,33.41193123405271]}"
115,505.7,1389.0,22.0,336.0,172.0,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.54464111327289,33.70136841859602]}"
116,434.9,1402.0,22.0,336.0,175.0,5.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.5101458063627,33.16399621563573]}"
117,445.9,1274.0,19.0,334.0,168.0,-6.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.50026891251925,34.27188845554033]}"
118,477.3,1344.0,21.0,332.0,166.0,-4.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59934851407577,34.236315170289195]}"
119,562.0,1391.0,22.0,336.0,175.0,6.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.42633299035435,33.355606865738416]}"
120,515.5,1332.0,21.0,335.0,172.0,1.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.07419797326135,33.52269350858465]}"
121,538.4,1334.0,21.0,332.0,168.0,-6.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.92408948928498,33.86926354519796]}"
122,578.6,1351.0,20.0,336.0,172.0,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.31862956207027,33.37366300294922]}"
123,373.9,1306.0,17.0,338.0,172.0,-1.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.53934562737844,33.923970946000836]}"
124,451.1,1304.0,17.0,337.0,171.0,-1.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.58165627726046,33.92909134312032]}"
125,497.8,1324.0,20.0,329.0,160.0,-22.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.76859111360389,34.672626903786046]}"
126,454.7,1346.0,21.0,333.0,167.0,-3.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.61444021084898,34.18106878031585]}"
127,374.9,1304.0,17.0,338.0,172.0,-1.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.51401313636627,33.93232527814315]}"
128,475.1,1385.0,22.0,336.0,171.0,-1.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.66402721453238,33.748529971012296]}"
129,497.5,1272.0,20.0,332.0,164.0,-14.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.32913985089446,34.433046217511375]}"
130,439.5,1397.0,22.0,337.0,171.0,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.3236555533795,33.81293917688367]}"
131,544.4,1258.0,19.0,334.0,168.0,-4.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.77757884072693,34.4858671562176]}"
132,502.5,1286.0,20.0,333.0,165.0,-14.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.25610681829555,34.36971498998095]}"
133,345.5,1368.0,20.0,335.0,174.0,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.45822775722245,33.250234482911196]}"
134,418.9,1363.0,21.0,335.0,169.0,-1.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55137847790378,34.04928592813551]}"
135,503.3,1311.0,20.0,332.0,162.0,-17.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.96586114999654,34.48398069412095]}"
136,404.1,1387.0,22.0,336.0,171.0,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.62629797259936,33.715651631613525]}"
137,445.9,1353.0,22.0,334.0,173.0,1.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.79230663710464,33.4539723893495]}"
138,478.8,1278.0,18.0,336.0,170.0,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.72367992367977,34.09483051304037]}"
139,467.1,1407.0,22.0,336.0,175.0,4.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.47645898320822,33.19903051171639]}"
140,552.5,1293.0,20.0,331.0,161.0,-18.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.03027035586791,34.639479069802036]}"
141,439.8,1299.0,19.0,336.0,169.0,-5.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.3676775765832,34.12393592824584]}"
142,479.9,1355.0,21.0,331.0,163.0,-12.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.45921132975313,34.45244982764835]}"
143,410.3,1307.0,20.0,331.0,160.0,-21.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.86965158306734,34.70496625401435]}"
144,372.8,1360.0,21.0,333.0,167.0,-3.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.45624688931554,34.18349423158297]}"
145,436.0,1370.0,19.0,335.0,172.0,-1.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.53503371401466,33.27610596309384]}"
146,467.5,1330.0,21.0,334.0,171.0,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.02245501289606,33.59653502493927]}"
147,611.0,1331.0,21.0,334.0,172.0,1.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.00035645690673,33.51487816561281]}"
148,536.5,1346.0,21.0,330.0,161.0,-17.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.49990501212373,34.579920766464916]}"
149,605.0,1280.0,20.0,333.0,165.0,-12.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.31377865953603,34.358665711986276]}"
150,470.0,1402.0,22.0,337.0,171.0,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.29616710568543,33.76793358114928]}"
151,379.9,1345.0,20.0,336.0,172.0,-1.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.31566512163268,33.42863989833734]}"
152,392.1,1284.0,20.0,332.0,162.0,-16.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.14238010332602,34.569140983055476]}"
153,503.3,1306.0,19.0,335.0,168.0,-7.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.25071692659084,34.11153917732499]}"
154,504.9,1339.0,21.0,333.0,169.0,-4.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.91330970587555,33.763082678615035]}"
155,373.0,1351.0,22.0,335.0,172.0,1.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.80416439885502,33.448582497644786]}"
156,384.8,1361.0,21.0,333.0,166.0,-4.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.44950952468463,34.19400452040717]}"
157,435.3,1346.0,22.0,334.0,172.0,1.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.83273082489002,33.46636914027035]}"
158,674.0,1390.0,22.0,336.0,173.0,3.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.40019201558647,33.59491805742786]}"
159,565.2,1359.0,18.0,335.0,171.0,-4.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.51616909304815,33.4283704037521]}"
160,447.0,1383.0,21.0,335.0,168.0,-3.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.31610970499288,34.020988996685745]}"
161,489.0,1399.0,22.0,337.0,172.0,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.3462930985393,33.75176390603513]}"
162,503.9,1372.0,22.0,335.0,174.0,3.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65944580658336,33.34428809315851]}"
163,458.3,1384.0,22.0,335.0,173.0,2.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.5643142179951,33.58871968196743]}"
164,540.5,1334.0,22.0,330.0,160.0,-18.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.44142468712757,34.676669322564585]}"
165,369.5,1379.0,21.0,335.0,168.0,-2.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.35168299024402,34.0447045201865]}"
166,479.3,1291.0,20.0,334.0,166.0,-12.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.24397956195995,34.3077312353767]}"
167,511.3,1299.0,19.0,335.0,169.0,-7.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.32752288338305,34.149537913843254]}"
168,472.8,1357.0,22.0,335.0,173.0,2.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.76320122189917,33.44373159511054]}"
169,479.1,1293.0,19.0,335.0,169.0,-6.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.38088281125975,34.168133040224525]}"
170,499.3,1382.0,22.0,335.0,174.0,4.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.64651006649204,33.22678845399568]}"
171,528.3,1316.0,19.0,337.0,170.0,-2.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.30219039237089,33.91912004346659]}"
172,517.3,1387.0,22.0,336.0,174.0,5.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.37944093252331,33.47984386953215]}"
173,559.8,1392.0,22.0,336.0,172.0,3.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.28430934393505,33.64423556652602]}"
174,493.4,1283.0,19.0,334.0,168.0,-8.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.39462703510678,34.24170506199391]}"
175,412.6,1395.0,22.0,337.0,172.0,2.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.36246277365345,33.67738340051003]}"
176,443.2,1336.0,19.0,336.0,170.0,-4.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.37926584374834,33.57389747977946]}"
177,536.2,1399.0,22.0,337.0,172.0,1.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.34063371224934,33.734246757994796]}"
