system:index,crop_label,elevation,landforms,.geo
30,0,60.0,32,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.35279651526682,38.341774682963276]}"
31,0,20.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.24274831868033,38.30135049517789]}"
32,0,7.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.32369110006134,38.225892011311856]}"
33,0,5.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.32817810220008,38.08144291362544]}"
34,0,78.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.64473983404196,37.543531721494666]}"
35,0,23.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.2155293655715,38.238019267647466]}"
36,0,-1.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.60872196543062,38.32614399701959]}"
37,0,34.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.12390120659131,38.156901397491474]}"
38,0,-2.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.59524723616882,38.227778473408506]}"
39,0,34.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.12363171200607,38.191935693572134]}"
40,0,17.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.24894669414074,38.151781000372]}"
41,0,-2.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.65184109906835,38.165525224219024]}"
42,0,-3.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.58958784987887,38.384354827430535]}"
43,0,27.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.05814452779376,37.94939056685987]}"
44,0,19.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.98295553851295,37.53356042184094]}"
45,0,1.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.48798839124495,38.31078280566115]}"
46,0,52.0,32,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.09462070261085,38.296230098058416]}"
47,0,73.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.77382774036992,37.74619164959203]}"
48,0,3.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.35539705530891,38.065812227681754]}"
49,0,56.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.04332232560579,38.11000933966044]}"
50,0,-1.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.6116864058682,38.366298690219736]}"
51,0,33.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.10126366143149,38.17630500762846]}"
52,0,36.0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.07188875164078,38.20379345532251]}"
53,0,7.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.3524326148713,38.147199592422986]}"
54,0,2.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.54916366209349,38.370341108998275]}"
55,0,8.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.33356799390481,38.13102991730884]}"
56,0,7.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.31308640542687,38.09761258873959]}"
57,0,-3.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.47963405910264,38.28652829298992]}"
58,0,1.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.48879687500065,38.3051234193712]}"
59,0,21.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.21849380600909,38.1668726971452]}"
60,0,2.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.3936652864124,38.163369267537135]}"
61,0,-1.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.42357918537357,38.11917215555845]}"
62,0,29.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.00909651328084,37.890910241863686]}"
63,0,40.0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.09542918636657,38.27655699333619]}"
64,0,-2.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.43328099044206,38.11917215555845]}"
65,0,23.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.20906149552584,38.22939544091992]}"
66,0,27.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.05005969023668,37.919476667898685]}"
67,0,26.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.34336420478355,38.38974471913526]}"
68,0,65.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.76277846237525,37.70199453761335]}"
69,0,45.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.00101167572376,37.971219628263974]}"
70,0,25.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.19747322836069,38.18142540474794]}"
71,0,2.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.56614182096334,38.47032360012078]}"
72,0,30.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.13117756039267,38.15016403286058]}"
73,0,55.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.96553279628289,38.74197414203852]}"
74,0,63.0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.33393189430029,38.42262305853403]}"
75,0,16.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.21391239806007,38.099768545421476]}"
76,0,13.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.22819561107758,38.0736275706536]}"
77,0,0.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.51924976313231,38.454692914177095]}"
78,0,6.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.42357918537357,38.3584833472479]}"
79,0,213.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.37678153335281,38.604262408983]}"
80,0,-2.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.44082683882867,38.093300675375815]}"
81,0,-1.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.41765030449838,37.98361637918482]}"
82,0,2.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.54808568375253,38.3698021198278]}"
83,0,6.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.40228911313994,38.295421614302704]}"
84,0,-3.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.59093532280505,38.38381583826007]}"
85,0,18.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.20178514172446,38.10677540463761]}"
86,0,7.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.35809200116125,38.19355266108355]}"
87,0,167.0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.76556781403788,37.63704634257151]}"
88,0,-1.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.56102142384387,38.41103479136889]}"
89,0,27.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.15138965428537,38.18492883435601]}"
90,0,3.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.35351059321226,38.06257829265893]}"
91,0,0.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.43813189297632,38.19409165025402]}"
92,0,-2.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.60899146001584,38.34258316671898]}"
93,0,0.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.53973135161023,38.22643100048233]}"
94,0,19.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.18938839080361,38.093300675375815]}"
95,0,21.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.17968658573513,38.10920085590473]}"
96,0,0.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.41064344528226,38.08305988113685]}"
97,0,27.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.04871221731051,37.94939056685987]}"
98,0,7.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.34380878814376,38.17307107260563]}"
99,0,75.0,32,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.48134543242432,38.237480278476994]}"
100,0,53.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.13198604414838,38.33881024252568]}"
101,0,-1.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.46157792189183,38.229934430090395]}"
102,0,0.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.58824037695268,38.34393063964516]}"
103,0,3.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.39177882431574,38.24960753481261]}"
104,0,1.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.28407539603167,38.18977973689025]}"
105,0,10.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.31362539459735,38.22750897882327]}"
106,0,0.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.41684182074269,38.17657450221369]}"
107,0,0.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.45969145979518,38.243948148522655]}"
108,0,7.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.35135463653037,38.16094381627001]}"
109,0,33.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.02715265049163,37.96798569324114]}"
110,0,21.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.10566998060553,38.26955013412007]}"
111,0,-3.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.61923225425481,38.21403424956148]}"
112,0,14.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.2899098710966,38.18385085601506]}"
113,0,8.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.4692181760887,38.24071421349983]}"
114,0,15.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.2314295461004,38.10192450210336]}"
115,0,25.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.18669344495126,38.173610061776095]}"
116,0,46.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.30365409494362,37.602820530246554]}"
117,0,4.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.3944737701681,38.21565121707289]}"
118,0,35.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.97594867929682,37.894683166056986]}"
119,0,2.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.57287918559425,38.4584658383704]}"
120,0,2.0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.54188730829212,38.40618388883464]}"
121,0,58.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.41019886192205,38.47867793226309]}"
122,0,7.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.35593604447938,38.14935554910487]}"
123,0,24.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.21660734391244,38.289492733427515]}"
124,0,9.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.38369398675867,38.35282396095794]}"
125,0,36.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.01286943747414,37.97256710119015]}"
126,0,1.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.47990355368788,38.29919453849601]}"
127,0,1.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.51817178479136,38.33395933999143]}"
128,0,20.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.23035156775947,38.1660642133895]}"
129,0,190.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.08761384339473,38.330725404968604]}"
130,0,3.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.35027665818942,38.08144291362544]}"
131,0,7.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.32099615420898,38.23532432179511]}"
132,0,24.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.07593117041932,37.96475175821831]}"
133,0,55.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.96310734501577,38.742513131208995]}"
134,0,21.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.3204571650385,38.36656818480497]}"
135,0,25.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.34929308565874,38.40025500795945]}"
136,0,10.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.42367359118384,38.245834610619305]}"
137,0,0.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.60737449250443,38.32587450243436]}"
138,0,2.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.59066582821981,38.333150856235726]}"
139,0,29.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.05518008735616,37.99709110844661]}"
140,0,9.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.37480066544589,38.34069670462233]}"
141,0,18.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.24813821038504,38.17414905094657]}"
142,0,1.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.539461857025,38.38004291406676]}"
143,0,29.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.12713514161413,38.1706456213385]}"
144,0,2.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.39609073767951,38.17145410509421]}"
145,0,21.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.23897539448701,38.17522702928751]}"
146,0,10.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.32063225381347,38.22265807628902]}"
147,0,12.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.2974557194832,38.184389845185535]}"
148,0,4.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.38477196509962,38.19975103654398]}"
149,0,1.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.48340698329594,38.30269796810408]}"
150,0,47.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.41478026987106,38.47194056763219]}"
151,0,28.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.18345950992843,38.186006812696945]}"
152,0,65.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.35306600985204,38.426395982727335]}"
153,0,0.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5259871277632,38.21349526039101]}"
154,0,10.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.36869669579573,38.21969363585143]}"
155,0,26.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.11860572069685,38.260387318222044]}"
156,0,8.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.45924687643497,38.254727931932095]}"
157,0,19.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.25083315623739,38.22481403297091]}"
158,0,16.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.27158423930055,38.1706456213385]}"
159,0,4.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.38234651383249,38.14612161408204]}"
160,0,-1.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.44594723594815,38.08979724576775]}"
161,0,66.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.43014146122951,38.49350013445106]}"
162,0,6.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.62623911347094,37.91408677619397]}"
163,0,51.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.43499236376374,38.47247955680266]}"
164,0,203.0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.36896619038096,38.45900482754087]}"
165,0,0.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5974031928507,38.3555189068103]}"
166,0,1.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.54107882453641,38.368185152316386]}"
167,0,7.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.34812070150754,38.237749773062234]}"
168,0,22.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.18588496119555,38.15663190290624]}"
169,0,12.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.26134344506158,38.07659201109119]}"
170,0,32.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.17726113446801,38.324796524093415]}"
171,0,4.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.34084434770617,38.07308858148313]}"
172,0,23.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.09398730763013,37.95612793149076]}"
173,0,329.0,22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.45143153346314,38.620162589511914]}"
174,0,82.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.60620210835322,37.53598587310806]}"
175,0,2.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.42088423952123,38.2202326250219]}"
176,0,30.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.16486438354715,38.23209038677228]}"
177,0,25.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.07458369749314,37.95612793149076]}"
178,0,20.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.24544326453267,38.34851204759417]}"
179,0,29.0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.32207413254991,38.273323058313366]}"
180,0,0.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.539461857025,38.22454453838568]}"
181,0,4.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.3613259361841,38.11755518804704]}"
182,0,0.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5620994021848,38.434480820284406]}"
183,0,5.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.39097034056005,38.24098370808506]}"
184,0,8.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.32979506971151,38.19732558527686]}"
185,0,2.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.57799958271372,38.47059309470601]}"
186,0,36.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.37785951169374,38.453075946665685]}"
187,0,-1.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.45834398686901,38.22912594633468]}"
188,0,10.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.31227792167117,38.18951024230501]}"
189,0,2.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.54485174872971,38.37114959275398]}"
190,0,23.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.10315012352814,37.95693641524647]}"
191,0,55.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.05598857111187,38.09869056708053]}"
192,0,27.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.20151564713923,38.27952143377379]}"
193,0,-1.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.52760409527463,38.30808785980879]}"
194,0,8.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.46948767067394,38.23909724598841]}"
195,0,6.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.24921618872598,37.6790874978683]}"
196,0,169.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.74724218224185,37.658605909390374]}"
197,0,32.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.09344831845965,38.084676848648265]}"
198,0,5.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.36779380622976,38.20406294990775]}"
199,0,4.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.28407539603167,38.19516962859497]}"
200,0,79.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.63692449107012,37.54595717276179]}"
201,0,42.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.06003098989041,38.2097223361977]}"
202,0,24.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.21040896845201,38.29110970093893]}"
203,0,12.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.26457738008442,38.093031180790575]}"
204,0,3.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.3524326148713,38.062039303488454]}"
205,0,0.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.43974886048773,38.21969363585143]}"
206,0,23.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.21283441971914,38.19301367191308]}"
207,0,47.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.36303730950577,38.41723316682931]}"
208,0,74.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.01026889743204,38.8080003154213]}"
209,0,25.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.20313261465066,38.308357354394026]}"
210,0,1.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.53892286785452,38.45442341959186]}"
211,0,25.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.03371492634756,39.010929738103904]}"
212,0,76.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.64312286653055,37.53841132437518]}"
213,0,79.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.63261257770634,37.55404201031887]}"
214,0,-1.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.4470252142891,38.111895801757086]}"
215,0,78.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.6247972347345,37.53382991642618]}"
216,0,23.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.08805842675494,37.75912738968335]}"
217,0,38.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.11851131488659,38.28221637962615]}"
218,0,8.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.35000716360419,38.2202326250219]}"
219,0,196.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.38190193047228,38.60992179527295]}"
220,0,12.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.30581005162551,38.227778473408506]}"
221,0,2.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5747656476909,38.46196926797847]}"
222,0,26.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.11806673152637,38.25877035071063]}"
223,0,19.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.21391239806007,38.14854706534916]}"
224,0,32.0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.12291763406063,38.27601800416572]}"
225,0,55.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.04979019565144,38.1021939966886]}"
226,0,37.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.97460120637064,37.92890897838194]}"
227,0,1.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.55913496174722,38.44822504413143]}"
228,0,63.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.45412647931549,38.49942901532625]}"
229,0,1.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.53622792200215,38.390822697476196]}"
230,0,35.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.25416149707048,38.19813406903256]}"
231,0,9.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.33087304805244,38.17846096431035]}"
232,0,17.0,42,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.23223802985612,38.142887679059214]}"
233,0,65.0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.35306600985204,38.43286385277299]}"
234,0,47.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.05760553862328,38.08332937572209]}"
235,0,4.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.38207701924725,38.20109850947016]}"
236,0,40.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.12659615244365,38.239905729744116]}"
237,0,24.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.21957178435002,38.287875765916105]}"
238,0,11.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.1915443474855,37.85291150534543]}"
239,0,21.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.24140084575413,38.192744177327846]}"
