system:index,crop_label,elevation,landforms,.geo
29,0,41.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.31025423111898,33.53506926069654]}"
30,0,42.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.91328870706656,33.766295614828906]}"
31,0,35.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.5088717404378,33.154273411758275]}"
32,0,62.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.68269574791493,33.64232810562041]}"
33,0,41.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.38786867166691,33.53426077694083]}"
34,0,39.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.985782750495,33.56174922463489]}"
35,0,33.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.82812841813202,33.28740373686479]}"
36,0,37.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.82597246145014,33.54935247371404]}"
37,0,45.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.0353697541784,34.07109399073066]}"
38,0,55.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.29704899644241,34.36672955073439]}"
39,0,34.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.35247047519074,33.26207124585262]}"
40,0,39.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.08441776869132,33.53722521737843]}"
41,0,43.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.37897535035412,33.59759200447126]}"
42,0,57.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.34977552933839,34.74968135635454]}"
43,0,38.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.88148834600872,33.381726841697336]}"
44,0,41.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.47248997143096,33.4137966973404]}"
45,0,46.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.3517563972453,33.81669110226801]}"
46,0,35.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.78420080073859,33.41406619192564]}"
47,0,56.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.68592968293775,34.2255143880708]}"
48,0,48.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.3522009806055,34.27914381053274]}"
49,0,35.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59366812897683,33.33294832176965]}"
50,0,42.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.38831325502711,33.9616791891249]}"
51,0,35.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.85157444704755,33.45529886346672]}"
52,0,60.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.5005174082955,34.34436150015981]}"
53,0,54.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.63553419549865,34.175118900631695]}"
54,0,42.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.97392498874463,33.71724760031598]}"
55,0,37.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.25716379782752,33.1785279244295]}"
56,0,62.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.4719509822605,34.48584615740864]}"
57,0,40.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.0962755304417,33.48736871910979]}"
58,0,37.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.36271126942971,33.7587497664423]}"
59,0,49.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.58046289430028,34.36807702366057]}"
60,0,34.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.83459628817769,33.30842431451318]}"
61,0,43.0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.48812065737464,33.53992016323078]}"
62,0,40.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.02432047618373,33.573606986385265]}"
63,0,36.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.30746487945635,33.48117034364937]}"
64,0,45.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.42047751648045,33.8616966980024]}"
65,0,58.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.35418184851243,34.36996348575722]}"
66,0,55.0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.96907408621038,34.564269081712276]}"
67,0,38.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.48731217361893,33.265844170045916]}"
68,0,48.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.44598509626758,34.21527359383184]}"
69,0,53.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.662214159437,34.03713767299094]}"
70,0,37.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.46656109055577,33.261532256682145]}"
71,0,52.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.62421542291875,34.02959182460433]}"
72,0,34.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.80037047585273,33.39843550598196]}"
73,0,42.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.28051542093277,34.009918719882116]}"
74,0,48.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.42604249696014,34.185629189455895]}"
75,0,54.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.90143094531618,34.64107503850449]}"
76,0,42.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.41714917564735,33.937963665624146]}"
77,0,42.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.44634899666308,33.44775301508012]}"
78,0,30.0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.7038914143383,33.259645794585495]}"
79,0,48.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.46107679304079,34.16029669844372]}"
80,0,43.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.4803053144028,33.48386528950172]}"
81,0,37.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.89873599946382,33.33052287050252]}"
82,0,41.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.42065260525541,33.88083081355414]}"
83,0,48.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.45919033094414,34.17592738438741]}"
84,0,47.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.33225838129805,34.15975770927325]}"
85,0,60.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.40080441175822,34.40742323310501]}"
86,0,33.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77557697401103,33.33456528928106]}"
87,0,54.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.21673961004213,34.348942908108825]}"
88,0,33.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.56779664879419,33.540459152401255]}"
89,0,35.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.18682571108096,33.23054037938002]}"
90,0,62.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.6592497189994,34.62167142836751]}"
91,0,59.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.76704755309375,34.371580453268635]}"
92,0,40.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.08899917664034,33.48736871910979]}"
93,0,36.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.25464394075013,33.437242726255924]}"
94,0,54.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.41508762477572,34.0940010304757]}"
95,0,32.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.75078347216933,33.3280974192354]}"
96,0,60.0,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.34906145139294,34.464825579760245]}"
97,0,48.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.49126018658721,34.07729236619108]}"
98,0,59.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.26578762455506,34.43679814289571]}"
99,0,35.0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.26084231621056,33.27743243721106]}"
100,0,35.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.5223464696996,33.187151751157046]}"
101,0,41.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.06555314772481,33.56606113799866]}"
102,0,48.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.50482932165926,33.761444712294654]}"
103,0,33.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.34923654016791,33.373103014969786]}"
104,0,35.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.86208473587175,33.383882798379226]}"
105,0,49.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.83648275027434,34.41227413563925]}"
106,0,45.0,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.70173545765641,34.020429008706316]}"
107,0,40.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.7408121725156,33.66900806955876]}"
108,0,44.0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.44769646958926,33.51350969387767]}"
109,0,36.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.80549087297221,33.463653195609034]}"
110,0,49.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.44015062120266,33.97191998336386]}"
111,0,64.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.56654358167827,34.74078803504176]}"
112,0,53.0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.14801849080699,34.57316240302506]}"
113,0,48.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.88229682976443,34.43491168079906]}"
114,0,36.0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.43466632368768,33.36394019907177]}"
115,0,54.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.89065116190675,34.61520355832185]}"
116,0,39.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.08253130659467,33.531026841918]}"
117,0,50.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59151217229494,34.2713284675609]}"
118,0,35.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.82705043979108,33.39897449515243]}"
119,0,36.0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.60229195570437,33.627505903432436]}"
120,0,69.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.75671235304452,34.74267449713841]}"
121,0,51.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.5265639772531,34.351098864790714]}"
122,0,59.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65699935650726,34.52303641017119]}"
123,0,37.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72545098115717,33.534799766111306]}"
124,0,33.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.53437932022494,33.17798893525903]}"
125,0,35.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.99817950141585,33.25856781624455]}"
126,0,33.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.56591018669754,33.23808622776662]}"
127,0,33.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.44544610709711,33.73665121045296]}"
128,0,38.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77692444693722,33.52375048811663]}"
129,0,33.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50123148624094,33.205477382953084]}"
130,0,43.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.97661993459698,33.709971246514606]}"
131,0,66.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.74629647003059,34.68122973170463]}"
132,0,43.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.85507787665561,33.90535482081061]}"
133,0,39.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.96718762411373,33.56660012716913]}"
134,0,33.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.33576181090612,33.366635144924125]}"
135,0,42.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.75698184762976,33.844179549962064]}"
136,0,33.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.5085078400423,33.35396889941804]}"
137,0,51.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.5592672278769,33.95979272702825]}"
138,0,56.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.31995603618746,34.206649767104295]}"
139,0,33.0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.4333188507615,33.432930812892145]}"
140,0,37.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.46656109055577,33.25856781624455]}"
141,0,58.0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.68592968293775,34.40607576017882]}"
142,0,34.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48910422990532,33.21490969343634]}"
143,0,54.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.97419448332987,34.4923140274543]}"
144,0,49.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.53869123358872,34.30447630154491]}"
145,0,36.0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.25275747865348,33.27877991013724]}"
146,0,45.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.9706910537218,34.189402113649194]}"
147,0,36.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.9076293207766,33.30842431451318]}"
148,0,40.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.49701397868742,33.33213983801394]}"
149,0,36.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.86693563840599,33.31138875495078]}"
150,0,56.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.37601090991653,34.1322692615792]}"
151,0,38.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.20110892409845,33.33591276220724]}"
152,0,59.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.6870076612787,34.42898279992387]}"
153,0,55.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.0165051332119,34.63784110348166]}"
154,0,47.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.8467235445133,34.266208070441415]}"
155,0,43.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.31294917697133,33.58250030769805]}"
156,0,40.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.26390116245841,33.65849778073456]}"
157,0,36.0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63543978968839,33.501382437542055]}"
158,0,40.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.30450043901875,33.776266914482626]}"
159,0,41.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.6753249883033,33.80186890008004]}"
160,0,46.0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.25167950031253,33.78974164374442]}"
161,0,33.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.35058401309409,33.369060596191254]}"
162,0,35.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.84106415822335,33.474702473603706]}"
163,0,67.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.72258094652983,33.470121065654695]}"
164,0,42.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.28519123469204,33.57441547014097]}"
165,0,49.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59636307482918,34.36619056156392]}"
166,0,50.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.56735206543398,33.954941824494]}"
167,0,43.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.32615441164789,33.592202112766536]}"
168,0,36.0,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.61953960915947,33.44505806922776]}"
169,0,56.0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.25366036821944,34.16595608473368]}"
170,0,55.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.06204971811675,34.62948677133935]}"
171,0,49.0,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.38534881458952,34.297469442328776]}"
172,0,45.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.7933636166366,33.93499922518655]}"
173,0,36.0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48236686527443,33.30869380909842]}"
174,0,41.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.28707769678869,33.741502112987206]}"
175,0,46.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.37052661240155,34.07136348531589]}"
176,0,40.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.48839015195988,33.377414928333565]}"
177,0,40.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.01704412238236,33.571720524288615]}"
178,0,34.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.41283726228357,33.364209693657]}"
179,0,34.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.79983148668227,33.3957405601296]}"
180,0,56.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.82731993437632,34.59121854023586]}"
181,0,46.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.37753347161768,34.1037028355442]}"
182,0,35.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.62304303876753,33.32297702211592]}"
183,0,38.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.37079610698677,33.68571673384338]}"
184,0,38.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.34896704558267,33.74258009132815]}"
185,0,50.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.01866108989378,34.45081186132798]}"
186,0,34.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.4723955656207,33.37256402579931]}"
187,0,34.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.81788762389307,33.396279549300075]}"
188,0,41.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.90493437492425,33.76494814190272]}"
189,0,47.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.5005174082955,33.67817088545678]}"
190,0,48.0,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.31339376033154,34.33358171675038]}"
191,0,32.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.74889701007268,33.32216853836021]}"
192,0,35.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.58019339971504,33.45826330390432]}"
193,0,50.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.41337625145404,34.30905770949392]}"
194,0,49.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.60444791238626,34.36403460488203]}"
195,0,35.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.61927011457423,33.327827924650165]}"
196,0,59.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.2630926787027,34.43006077826482]}"
197,0,53.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.69158906922772,34.03363424338287]}"
198,0,34.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.49341614326909,33.21841312304441]}"
199,0,48.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.44275116124476,34.076214387850136]}"
200,0,43.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72922390535047,33.80779778095523]}"
201,0,37.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.71116776813966,33.43158333996597]}"
202,0,64.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.65628527856181,34.5922965185768]}"
203,0,36.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.5971715585849,33.40355590310144]}"
204,0,33.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.8068383458984,33.356394350685164]}"
205,0,62.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.48165278732898,34.46725103102737]}"
206,0,56.0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.08226181200943,34.654549767766284]}"
207,0,39.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.27135260503475,33.86627810595141]}"
208,0,58.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.19032914068902,34.39691294428081]}"
209,0,62.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.83675224485957,34.67018045370997]}"
210,0,40.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72006108945244,33.69218460388904]}"
211,0,40.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.30611740653018,33.776536409067866]}"
212,0,45.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.30944574736327,33.85415084961579]}"
213,0,62.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.79696145205493,34.49932088667043]}"
214,0,34.0,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.47751596274018,33.224342003919595]}"
215,0,40.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.48650368986323,33.37687593916309]}"
216,0,61.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77584646859627,34.6561667352777]}"
217,0,57.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.35327895894645,34.59579994818487]}"
218,0,42.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.4945885274203,33.496801029593044]}"
219,0,37.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.23695170393482,33.360167274878464]}"
220,0,43.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.37250748030846,33.59516655320414]}"
221,0,33.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.7429681291975,33.28740373686479]}"
222,0,47.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63975170305217,34.19560048910962]}"
223,0,43.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.99198112595543,33.72721889996971]}"
224,0,59.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.26336217328793,34.43841511040713]}"
225,0,56.0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.62735495213131,34.746177926746476]}"
226,0,36.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32174809247385,33.47524146277418]}"
227,0,37.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.29183419351267,33.67574543418966]}"
228,0,37.0,42,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.96961307538085,33.40759832187998]}"
229,0,51.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.25015693861138,34.615473052907085]}"
230,0,42.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.4085253489198,33.945779008595984]}"
231,0,62.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.6786533291364,33.63505175181904]}"
232,0,64.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.52477192096671,34.56911998424652]}"
233,0,66.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.75788473719574,34.68635012882412]}"
234,0,61.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.49000711947129,34.62948677133935]}"
235,0,48.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.52099899677341,33.9368856872832]}"
236,0,35.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.61037679326145,33.33672124596295]}"
237,0,50.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.53006740686116,34.32684435211949]}"
238,0,59.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.40242137926964,34.28345572389651]}"
239,0,37.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.95290441109623,33.439129188352574]}"
